Client ID,Name,Age,State,City,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId
IND11617,Priya Iyer,30,Gujarat,Surat,37879,13-12-2006,Asha Singh,Indian,,Mid,Jade,301510.46,62412.97,0,94569.18,4590151.69,742936.46,1418965.09,2217767.41,24139.66,950074.63,0,3,1,2,5
IND11618,Suresh Das,35,Delhi,New Delhi,60989,26-07-2022,Sneha Mehta,Indian,Network Engineer,Mid,Platinum,976982.44,142280.67,2,53562.07,1493975.98,4958966.01,183935.98,1008274.47,481369.24,664960.5,2,4,3,1,2
IND11619,Sneha Verma,25,Maharashtra,Mumbai,51045,01-01-2019,Vikas Reddy,Indian,Accountant,Mid,Gold,473287.34,24301.72,4,109737.52,676470.67,5544622.51,573890.86,3785324.64,41122.5,2191340.66,5,5,1,2,3
IND11620,Kunal Kumar,50,Tamil Nadu,Madurai,4734,03-06-2015,Amit Gupta,Indian,Business Analyst,Mid,Silver,660556.42,242081.4,3,2130.86,2200081.92,5752545.77,966280.35,3996308.28,373175.01,1781722.26,4,1,4,1,4
IND11621,Anjali Verma,40,Delhi,New Delhi,33071,25-06-2021,Kunal Gupta,Indian,IT Consultant,High,Jade,486785.78,60536.82,2,8052.01,2833927.81,6609170.66,2755497.8,1386057.68,333348.14,946098.73,5,2,3,2,5
IND11622,Suresh Mehta,25,Delhi,New Delhi,50052,02-04-2017,Ankit Iyer,Indian,Bank Officer,High,Silver,812153.75,268198.16,4,143057.56,1500779.64,4846635.65,2855578.66,1542531.33,362614.26,3749644.37,0,3,5,1,3
IND11623,Sneha Das,30,Telangana,Warangal,57696,22-08-2010,Neha Gupta,Indian,Network Engineer,High,Silver,278663.68,31039.59,2,25481.25,4365111.97,7827431.13,2637782.85,2952281.41,187840.43,3230069.67,2,4,3,2,4
IND11624,Amit Verma,50,West Bengal,Howrah,64972,09-06-2018,Anjali Sharma,Indian,Data Analyst,High,Platinum,606963.0,282276.92,4,101860.51,1142549.72,3946235.75,2278723.51,3812690.54,451848.82,4457422.4,4,5,1,1,1
IND11625,Kavita Verma,45,Delhi,New Delhi,5253,03-08-2023,Ritu Patel,Indian,Bank Officer,High,Jade,290748.26,81975.11,3,14661.62,3318113.1,149985.99,1467108.57,2476150.67,400945.76,4474535.51,3,1,3,2,3
IND11626,Arjun Kumar,35,Gujarat,Ahmedabad,46260,23-06-2011,Ankit Iyer,Indian,Network Engineer,Low,Jade,715391.59,270742.78,2,138063.92,4797359.61,5456438.5,1274485.85,3539202.86,260534.32,3048541.82,2,2,3,1,4
IND11627,Neha Kumar,45,Tamil Nadu,Coimbatore,55578,26-10-2006,Kavita Das,Indian,Support Engineer,High,Platinum,1181335.97,174045.22,3,140133.32,1194916.53,2044529.22,1921287.71,1373124.13,441304.13,1881501.41,5,3,4,2,1
IND11628,Rahul Patel,30,Karnataka,Mangaluru,55437,20-03-2009,Ankit Gupta,Indian,Bank Officer,Mid,Silver,735221.83,118225.91,4,60613.63,2967294.53,698117.33,444519.77,2839000.65,451770.38,,5,4,3,1,5
IND11629,Ritu Reddy,40,Delhi,New Delhi,64141,23-10-2017,Asha Reddy,Indian,Business Analyst,High,Gold,331010.9,133208.66,1,8768.27,810181.67,5034447.05,787013.61,827414.13,285351.76,4984668.82,1,5,2,2,3
IND11630,Rahul Das,25,Tamil Nadu,Chennai,1566,15-09-2007,Ramesh Mehta,Indian,Bank Officer,Mid,Silver,355066.45,123231.4,0,112971.87,452384.0,6612687.92,2588153.35,982430.84,498097.64,3909513.56,4,1,3,1,3
IND11631,Pooja Das,50,Maharashtra,Pune,20648,24-11-2008,Vikas Sharma,Indian,,Low,Platinum,646319.8,69764.68,2,73549.82,1868567.26,4981716.82,875100.55,3067741.04,260418.64,,0,2,3,2,1
IND11632,Amit Patel,25,Gujarat,Vadodara,62443,23-07-2009,Amit Patel,Indian,System Administrator,Mid,Gold,923975.91,98335.73,3,31052.81,3969015.49,1062231.7,2176636.26,3150315.66,419526.38,485181.53,4,3,5,1,2
IND11633,Priya Patel,22,Gujarat,Vadodara,91011,29-11-2023,Kavita Reddy,Indian,Accountant,High,Jade,1168254.4,201781.74,4,50226.12,4592392.73,7743793.24,2625117.43,2843582.2,46943.63,5580706.05,4,4,1,2,4
IND11634,Arjun Reddy,45,Maharashtra,Mumbai,52289,05-07-2014,Pooja Das,Indian,Network Engineer,Mid,Platinum,706153.31,157064.29,1,23754.81,4758285.09,2644635.44,1551110.52,1351786.35,96247.34,5863066.47,3,5,5,1,1
IND11635,Anjali Reddy,50,Tamil Nadu,Chennai,30480,02-01-2016,Anjali Patel,Indian,Accountant,High,Gold,882979.94,41220.19,1,,1254667.52,2776451.75,2537818.03,1798372.83,344331.4,2487305.47,0,1,5,2,3
IND11636,Amit Patel,35,Maharashtra,Pune,66709,15-03-2015,Nisha Sharma,Indian,IT Consultant,Low,Gold,915958.4,234131.88,2,22764.41,4246076.3,4999553.3,2388494.72,2418493.51,250248.68,959841.45,5,2,5,1,5
IND11637,Pooja Iyer,22,West Bengal,Kolkata,94459,28-08-2006,Neha Verma,Indian,Bank Officer,High,Jade,669631.39,129960.22,4,13388.05,1999793.64,724941.04,2572784.02,1767449.22,419572.49,825996.48,1,3,2,2,4
IND11638,Rahul Reddy,45,Telangana,Warangal,36244,21-11-2020,Amit Gupta,Indian,Bank Officer,High,Platinum,801381.15,95985.75,2,111053.07,1599199.27,3868050.7,2428275.03,1643024.11,197543.95,4330978.81,1,4,5,1,5
IND11639,Ritu Kumar,22,Telangana,Warangal,97573,09-10-2024,Rahul Reddy,Indian,Data Analyst,High,Platinum,814621.01,218876.25,3,77335.25,708235.35,1705882.1,2093928.27,3892166.14,392151.87,2187561.61,4,5,2,2,4
IND11640,Amit Verma,22,West Bengal,Howrah,21215,17-04-2019,Sneha Sharma,Indian,Business Analyst,Mid,Silver,783824.7,104881.99,1,61464.39,3527366.2,3967144.59,134348.57,3744856.72,67906.07,4013647.65,0,1,2,1,2
IND11641,Nisha Iyer,25,Maharashtra,Mumbai,2495,04-01-2022,Kavita Das,Indian,IT Consultant,Mid,Gold,670731.62,283834.85,1,97030.21,1117725.98,6206041.07,1514828.41,3947838.89,187667.64,2523164.68,0,2,4,2,1
IND11642,Amit Kumar,35,Delhi,New Delhi,38617,27-10-2023,Vikas Reddy,Indian,Business Analyst,Mid,Jade,282268.92,85585.55,3,30184.02,1219943.65,3170137.12,2180151.44,32493.99,473136.6,5967402.41,2,3,4,1,5
IND11643,Nisha Mehta,45,Telangana,Hyderabad,87649,15-02-2006,Anjali Iyer,Indian,Support Engineer,Mid,Silver,305226.65,56640.12,1,147153.07,682992.15,4738885.65,536531.21,3358089.69,209786.57,1897419.52,3,4,5,2,1
IND11644,Amit Reddy,22,Tamil Nadu,Madurai,41089,26-04-2005,Rohit Singh,Indian,Business Analyst,Low,Platinum,827976.61,145385.27,0,6132.8,351697.84,4660260.45,176230.82,3556991.23,17461.07,1257809.38,4,5,3,1,3
IND11645,Ritu Mehta,25,Gujarat,Vadodara,83680,07-12-2011,Ritu Singh,Indian,Network Engineer,Mid,Gold,1029267.19,194505.92,0,83170.84,1381472.02,1724809.4,1727387.49,1278647.92,287620.18,2986865.05,4,1,2,2,2
IND11646,Rahul Patel,30,Maharashtra,Pune,17495,24-10-2019,Nisha Singh,Indian,System Administrator,Mid,Silver,348386.38,290277.77,4,98432.33,981594.61,2859313.42,907692.52,2994476.52,288911.75,996312.74,4,2,3,1,1
IND11647,Anjali Kumar,40,West Bengal,Howrah,82901,24-07-2021,Rahul Patel,Indian,System Administrator,Low,Jade,895412.29,296304.47,3,127887.61,181368.74,5080413.85,2495858.78,3367758.03,261794.11,,0,3,2,2,3
IND11648,Amit Patel,40,West Bengal,Howrah,29556,21-12-2016,Sneha Singh,Indian,Bank Officer,High,Gold,270279.83,38976.74,1,61120.06,805399.74,6062007.95,1996882.8,2538219.75,436298.82,4913669.16,5,4,1,1,2
IND11649,Ritu Das,25,Karnataka,Mangaluru,1578,02-08-2015,Suresh Kumar,Indian,Bank Officer,High,Silver,773384.84,43993.73,1,123735.48,527197.39,6511028.67,1532970.79,235356.75,218856.83,2694458.23,3,5,4,2,1
IND11650,Rohit Iyer,50,West Bengal,Kolkata,5373,13-08-2024,Arjun Sharma,Indian,,High,Jade,553610.27,136977.47,0,,3121228.77,7269764.22,722299.0,3345482.84,104607.1,77757.44,3,1,4,1,5
IND11651,Asha Verma,30,West Bengal,Kolkata,79262,04-08-2015,Ankit Das,Indian,Accountant,Mid,Jade,310937.13,277794.29,2,86428.14,2071035.75,7586802.23,2097060.44,388031.36,372550.32,1898130.08,3,2,3,2,2
IND11652,Ankit Mehta,50,Telangana,Warangal,39950,16-03-2020,Asha Iyer,Indian,System Administrator,Mid,Gold,934285.66,199861.59,4,86016.75,242653.22,944389.95,1566670.75,3793633.1,380948.78,618154.22,0,3,3,1,4
IND11653,Asha Patel,40,Gujarat,Ahmedabad,46130,03-09-2006,Neha Mehta,Indian,Business Analyst,Mid,Jade,719723.16,20752.39,2,,2068539.18,6931989.8,2969815.14,46889.31,304259.97,1213641.71,5,4,2,2,1
IND11654,Suresh Singh,45,Delhi,New Delhi,8934,24-12-2008,Ritu Kumar,Indian,Support Engineer,Mid,Silver,486192.9,191425.51,2,56523.35,3440753.04,6840176.61,2334502.79,2316554.36,122104.93,3742007.91,2,5,2,1,3
IND11655,Sneha Mehta,22,Maharashtra,Pune,42522,15-05-2024,Neha Mehta,Indian,Support Engineer,High,Gold,632307.08,165270.2,0,123583.11,1012648.78,1371194.43,815337.36,2712160.12,436928.07,872063.15,0,1,4,2,1
IND11656,Kunal Das,45,Gujarat,Ahmedabad,91180,20-06-2016,Pooja Reddy,Indian,IT Consultant,High,Platinum,707331.45,219768.33,1,142901.19,4988283.97,5079132.79,83510.52,2741274.05,172271.28,5961459.98,3,2,5,1,4
IND11657,Anjali Das,40,West Bengal,Kolkata,25800,04-10-2007,Ramesh Gupta,Indian,Bank Officer,Low,Gold,1136501.23,213492.36,1,76564.31,3486032.93,6942970.61,2295231.08,3422626.69,92714.9,1443917.86,4,3,3,2,1
IND11658,Kunal Kumar,30,Tamil Nadu,Coimbatore,37464,12-06-2006,Nisha Reddy,Indian,System Administrator,Mid,Gold,331261.29,232088.55,0,133581.04,1735782.0,1836031.02,617045.68,3660272.42,252543.16,2586554.98,1,4,3,1,3
IND11659,Priya Singh,30,Delhi,New Delhi,59068,02-04-2007,Kavita Iyer,Indian,Business Analyst,High,Gold,337759.59,52850.15,2,8952.39,2089131.37,6810950.43,1229271.22,2149624.77,192967.33,5762493.64,1,5,3,2,4
IND11660,Vikas Sharma,25,Telangana,Hyderabad,3658,07-12-2017,Ankit Kumar,Indian,Support Engineer,Mid,Gold,744632.0,239513.05,2,,4664542.97,5331818.34,1184865.59,321356.11,101178.7,98677.52,4,1,3,1,4
IND11661,Priya Verma,45,Delhi,New Delhi,52659,01-06-2008,Asha Sharma,Indian,Network Engineer,Low,Jade,546016.61,24239.43,2,117433.42,3337451.54,2286237.19,251400.98,370316.49,403507.21,1437253.67,5,2,2,2,1
IND11662,Suresh Verma,45,Maharashtra,Nagpur,13834,16-09-2013,Kavita Patel,Indian,Business Analyst,Mid,Gold,1185495.94,291617.35,4,41118.23,4185428.82,2482915.09,877411.83,20615.58,317830.49,2722288.84,3,3,2,1,2
IND11663,Sneha Verma,45,Gujarat,Ahmedabad,1240,21-06-2016,Priya Iyer,Indian,Business Analyst,Low,Silver,613517.26,294904.4,3,112118.57,3698865.31,6333534.87,556141.79,1563969.47,3063.62,2513034.07,0,4,1,2,4
IND11664,Ramesh Reddy,25,Telangana,Warangal,67992,08-08-2023,Suresh Das,Indian,System Administrator,Mid,Platinum,318961.82,16932.62,3,93972.97,2728444.62,2338727.49,2960386.14,3495825.12,110424.44,4966265.88,0,5,4,1,3
IND11665,Priya Gupta,25,Telangana,Warangal,28716,14-05-2022,Asha Reddy,Indian,Network Engineer,Mid,Platinum,955408.99,255669.94,0,69137.25,4001264.43,5155800.85,55781.92,1861578.44,85768.2,3094858.66,0,1,2,2,2
IND11666,Amit Kumar,50,Telangana,Hyderabad,56790,24-09-2014,Sneha Verma,Indian,Bank Officer,High,Platinum,472285.72,74488.84,1,116430.48,2498079.9,690602.51,1370694.03,3043822.06,178415.87,4413254.27,0,2,2,1,5
IND11667,Nisha Gupta,25,Tamil Nadu,Madurai,21527,17-02-2005,Ankit Iyer,Indian,Support Engineer,Low,Platinum,996831.47,62489.3,4,87976.48,4997039.31,2866010.35,340881.35,1767544.78,196238.01,21512.57,1,3,4,2,5
IND11668,Vikas Gupta,50,Tamil Nadu,Chennai,43940,11-01-2022,Rahul Mehta,Indian,Network Engineer,High,Gold,514629.6,276231.23,0,,3003922.82,1946947.78,748723.92,3857215.95,375200.77,2192248.47,5,4,2,1,4
IND11669,Kavita Reddy,50,Delhi,New Delhi,32419,02-08-2017,Arjun Iyer,Indian,Bank Officer,Mid,Silver,970748.5,280169.14,1,,1964923.12,2092280.95,1792411.31,2371565.3,77179.92,,2,5,5,2,1
IND11670,Suresh Patel,35,Maharashtra,Nagpur,84960,18-09-2010,Suresh Singh,Indian,Support Engineer,Mid,Gold,1038013.9,181327.1,0,77301.35,4060691.26,2694964.46,181106.12,3321195.94,468676.92,3066945.34,3,1,1,1,3
IND11671,Priya Kumar,25,Maharashtra,Nagpur,28709,20-06-2015,Ritu Gupta,Indian,Data Analyst,Low,Silver,709137.38,93792.69,3,85858.18,1157522.48,902411.31,224450.0,508247.97,469827.62,5124660.23,0,2,1,2,2
IND11672,Ramesh Kumar,40,Delhi,New Delhi,52921,23-05-2012,Ritu Patel,Indian,IT Consultant,Mid,Platinum,818931.74,127409.78,0,66372.5,1095609.64,3058642.17,183572.41,1175816.04,440823.02,2819780.69,0,3,2,1,1
IND11673,Nisha Verma,25,West Bengal,Kolkata,58194,04-08-2016,Vikas Iyer,Indian,System Administrator,Mid,Gold,1000991.19,206730.41,4,93772.48,23735.7,1766762.95,748729.27,1466412.38,201076.9,,4,4,3,2,4
IND11674,Arjun Kumar,35,Karnataka,Mangaluru,55884,29-07-2017,Priya Iyer,Indian,Software Engineer,Low,Silver,655986.02,126111.02,4,10424.63,1575494.56,2129917.43,1946100.82,277553.0,169151.52,2924908.31,2,5,2,1,5
IND11675,Nisha Patel,25,Gujarat,Vadodara,2497,10-09-2009,Anjali Patel,Indian,Accountant,Low,Jade,289678.35,199504.39,2,28230.9,3000440.44,4492889.52,1409286.1,954591.84,352408.02,181171.15,0,1,3,2,5
IND11676,Arjun Singh,30,Delhi,New Delhi,96356,24-12-2015,Vikas Mehta,Indian,IT Consultant,Low,Platinum,972808.54,286301.66,0,86388.53,2085055.06,4295374.95,1813432.39,1464729.99,395928.32,5859974.42,2,2,5,1,4
IND11677,Asha Patel,22,West Bengal,Howrah,5105,17-11-2019,Vikas Singh,Indian,Software Engineer,Mid,Jade,445314.25,270134.93,4,135590.76,3646505.72,817739.49,163023.57,3462298.91,10089.27,4862147.98,5,3,4,2,3
IND11678,Vikas Reddy,25,Telangana,Warangal,5154,18-08-2015,Ankit Verma,Indian,Support Engineer,High,Jade,,242544.2,3,142933.14,2880867.11,851897.85,967621.31,1855749.51,115799.61,1483482.26,0,4,1,1,1
IND11679,Kavita Iyer,35,Gujarat,Surat,73867,05-01-2021,Kavita Mehta,Indian,Data Analyst,Low,Jade,561307.21,148347.69,1,82382.51,333379.3,7751952.32,2524639.4,2351517.71,58834.19,5096977.09,4,5,5,2,5
IND11680,Kunal Kumar,30,Telangana,Hyderabad,76687,11-02-2020,Rohit Reddy,Indian,Business Analyst,Low,Platinum,344924.55,211749.66,4,116758.02,4378339.07,1586743.45,2142653.94,256229.58,397400.44,1287027.22,3,1,2,1,1
IND11681,Nisha Kumar,35,Tamil Nadu,Madurai,65752,28-06-2005,Ritu Verma,Indian,Business Analyst,High,Platinum,492505.57,215896.05,0,40647.5,1527128.74,87984.61,2241574.95,1094197.08,392171.93,2217549.4,0,2,2,2,2
IND11682,Rahul Sharma,30,Telangana,Warangal,6288,21-12-2014,Ritu Gupta,Indian,Business Analyst,High,Gold,417641.72,172926.67,2,112373.72,1527520.46,3654944.33,626336.31,1076837.88,497444.69,4267090.04,4,3,5,1,2
IND11683,Sneha Verma,40,Gujarat,Vadodara,63972,20-06-2020,Vikas Das,Indian,Business Analyst,High,Platinum,1192198.42,139153.08,2,76309.37,4179059.77,6698706.64,2109716.77,3760680.93,483764.56,1460325.34,5,4,4,2,1
IND11684,Amit Kumar,45,Karnataka,Mangaluru,92207,16-03-2008,Anjali Reddy,Indian,Software Engineer,Mid,Jade,686611.1,171891.14,1,107207.3,10112.4,5099672.92,1431637.04,3714262.63,350320.01,1543110.03,1,5,3,1,4
IND11685,Priya Sharma,25,Tamil Nadu,Chennai,14055,05-03-2014,Pooja Mehta,Indian,IT Consultant,Mid,Gold,706281.98,299901.71,3,16574.88,778747.68,3610650.3,2978717.3,2942577.87,234356.57,2634471.35,1,1,3,2,1
IND11686,Vikas Singh,35,Karnataka,Mangaluru,21615,10-10-2017,Amit Singh,Indian,Network Engineer,High,Silver,712726.71,218593.99,3,59645.89,4664612.82,1385202.53,2652643.23,148235.87,369121.28,1872064.74,0,2,4,1,2
IND11687,Neha Kumar,35,West Bengal,Howrah,36744,13-11-2024,Ritu Gupta,Indian,Accountant,Mid,Silver,1034853.08,121345.53,3,148324.4,2561864.23,7849607.74,143961.57,824615.94,310177.22,2344685.67,0,3,3,2,3
IND11688,Amit Gupta,25,Delhi,New Delhi,34733,30-08-2005,Ritu Patel,Indian,Data Analyst,Low,Gold,1003314.89,204884.35,3,57581.7,2177134.28,7762621.51,866596.16,26975.9,117155.86,3809549.29,2,4,2,1,1
IND11689,Ritu Reddy,30,Tamil Nadu,Chennai,30316,23-09-2020,Ankit Iyer,Indian,Business Analyst,Low,Jade,772642.23,13487.7,4,133420.08,1198802.25,7737778.51,105746.42,1338395.97,112175.67,694467.29,3,5,4,2,5
IND11690,Kunal Das,30,Tamil Nadu,Coimbatore,49796,29-12-2007,Kavita Verma,Indian,Accountant,Low,Silver,668444.09,297941.96,2,99839.12,4908886.87,116770.31,2892418.97,634193.7,473133.11,216707.4,3,1,5,1,4
IND11691,Kavita Singh,50,Maharashtra,Mumbai,26028,16-09-2012,Nisha Reddy,Indian,,High,Gold,1136138.63,102209.48,3,89505.25,4371280.13,2009747.94,1298347.89,149617.39,324078.58,2008357.14,2,2,1,2,3
IND11692,Rahul Mehta,50,Gujarat,Vadodara,99997,08-01-2015,Anjali Verma,Indian,Network Engineer,Mid,Platinum,,73185.08,1,68151.37,989427.58,6133588.27,761022.58,3473801.19,264980.19,119363.65,0,3,5,1,4
IND11693,Ritu Gupta,30,Maharashtra,Mumbai,55640,13-02-2022,Rohit Das,Indian,Bank Officer,High,Jade,323097.87,53122.13,3,115503.2,1241305.44,6508642.43,391244.17,2703839.9,130854.99,5272477.04,3,4,1,2,5
IND11694,Rahul Sharma,40,Maharashtra,Pune,91569,05-06-2007,Ankit Reddy,Indian,IT Consultant,Low,Platinum,291382.21,253620.62,4,131958.26,3291479.84,2007755.43,2306481.77,3794122.57,276901.66,,5,5,1,1,2
IND11695,Ritu Iyer,50,Maharashtra,Pune,79836,08-08-2010,Amit Sharma,Indian,Support Engineer,Low,Platinum,739235.81,243864.27,4,,1648502.31,5252356.42,2967863.38,176784.01,60369.12,96473.43,1,1,3,2,1
IND11696,Ankit Sharma,45,West Bengal,Kolkata,95596,31-01-2006,Neha Das,Indian,Network Engineer,Mid,Jade,1019840.79,181479.59,0,95214.55,4807152.49,6234252.32,2998953.62,397881.25,350827.67,3410373.88,3,2,1,1,2
IND11697,Neha Gupta,35,Tamil Nadu,Coimbatore,56315,27-05-2022,Kunal Gupta,Indian,Support Engineer,Low,Gold,920370.08,219985.37,2,84897.3,4319750.19,3202484.88,484490.91,1833578.29,404362.88,,4,3,3,2,5
IND11698,Ankit Reddy,35,Maharashtra,Mumbai,1589,02-05-2024,Ramesh Sharma,Indian,Network Engineer,Low,Silver,937794.03,85317.81,3,55416.63,4843091.69,2863914.8,2149147.43,3488094.82,379506.25,2344458.7,3,4,5,1,1
IND11699,Pooja Sharma,40,Tamil Nadu,Madurai,46267,19-01-2024,Rahul Singh,Indian,Network Engineer,High,Jade,526166.65,39123.82,2,,2641816.0,1196135.45,2175088.92,3728963.13,438753.89,1140181.56,1,5,2,2,2
IND11700,Amit Mehta,45,Karnataka,Mysuru,73428,22-12-2015,Pooja Singh,Indian,Data Analyst,Low,Jade,343800.44,73095.36,4,54611.18,4198910.59,6245274.12,1475122.24,1289173.61,198430.39,3023912.24,0,1,3,1,5
IND11701,Pooja Reddy,22,Karnataka,Mysuru,68905,02-12-2009,Anjali Singh,Indian,Bank Officer,Low,Jade,739210.27,112332.38,4,139181.4,624921.79,1417277.73,1305778.15,1538464.35,190445.24,1176867.18,2,2,5,2,4
IND11702,Rohit Mehta,25,Delhi,New Delhi,32456,18-04-2014,Nisha Patel,Indian,Data Analyst,Low,Jade,573433.39,272674.73,0,79863.5,3065109.84,4878326.21,2260255.11,1384106.1,169607.22,5940733.84,4,3,1,1,2
IND11703,Anjali Iyer,50,Maharashtra,Mumbai,60552,25-02-2016,Rohit Sharma,Indian,Business Analyst,Low,Platinum,594711.93,275110.46,1,112335.05,3302701.03,4592565.29,809694.42,900607.21,182377.16,1281282.5,0,4,3,2,2
IND11704,Rahul Sharma,25,Telangana,Hyderabad,32238,04-07-2021,Suresh Iyer,Indian,Business Analyst,High,Jade,,258456.07,0,133265.34,2110143.85,3916501.45,2236621.91,1888070.2,322949.82,814460.22,0,5,1,1,1
IND11705,Priya Singh,25,Maharashtra,Nagpur,67754,13-08-2010,Arjun Mehta,Indian,Support Engineer,Low,Jade,266951.49,34630.52,4,67044.82,3557850.1,6297492.34,2261276.06,2580957.07,94194.65,5599169.6,2,1,2,2,2
IND11706,Ankit Patel,40,West Bengal,Kolkata,17996,03-01-2008,Kunal Gupta,Indian,Accountant,Mid,Jade,678461.46,62622.84,3,37838.12,2229506.44,2745662.0,502917.97,435536.41,402262.7,3153241.52,2,2,2,1,1
IND11707,Neha Singh,35,West Bengal,Howrah,5567,05-02-2010,Pooja Patel,Indian,Support Engineer,Low,Jade,925928.9,164926.78,4,124827.76,4365907.06,1451950.66,2353474.65,3034900.01,397910.79,1712172.05,2,3,5,2,5
IND11708,Suresh Kumar,35,Telangana,Warangal,99673,26-08-2015,Rahul Das,Indian,Network Engineer,High,Gold,749913.29,79990.64,0,22532.02,4866745.1,2571998.37,1227834.01,3410174.36,356344.12,4224463.22,3,4,5,1,3
IND11709,Ritu Mehta,40,Telangana,Warangal,88098,16-10-2022,Rohit Iyer,Indian,Support Engineer,Mid,Gold,931700.36,226424.75,0,130966.3,4348641.17,2638266.81,2158753.68,3123269.39,164014.78,4711105.16,1,5,1,2,1
IND11710,Kunal Kumar,25,Telangana,Warangal,31101,10-03-2019,Neha Sharma,Indian,Data Analyst,High,Platinum,687594.97,153355.5,4,63377.97,2005141.89,1613781.43,2746663.31,2337817.69,441670.5,2118475.52,4,1,5,1,4
IND11711,Asha Reddy,35,Maharashtra,Nagpur,73608,24-01-2019,Ramesh Gupta,Indian,Software Engineer,Low,Silver,272079.27,18745.9,2,26685.86,4084986.2,5359048.72,1792490.29,1586498.52,159868.4,1930869.05,2,2,5,2,3
IND11712,Rahul Singh,50,Gujarat,Vadodara,99927,27-01-2022,Rahul Reddy,Indian,Business Analyst,Mid,Silver,850843.2,237505.69,0,99570.01,39613.06,5719722.6,1897175.95,1418620.59,347316.79,5401265.29,2,3,2,1,2
IND11713,Asha Singh,35,Telangana,Warangal,46818,14-10-2020,Ramesh Reddy,Indian,Bank Officer,High,Gold,1060806.79,285456.71,2,17245.05,621487.67,3744751.37,2231397.34,265144.28,326267.43,5187870.51,2,4,2,2,2
IND11714,Ankit Patel,30,Delhi,New Delhi,89540,14-01-2015,Ritu Mehta,Indian,IT Consultant,Low,Platinum,1108040.54,238234.69,1,58200.4,4164884.01,2711711.13,2564079.32,1297456.71,103408.51,417593.66,2,5,5,1,4
IND11715,Neha Singh,35,Maharashtra,Pune,10832,14-02-2019,Ankit Iyer,Indian,Software Engineer,Mid,Silver,1143352.16,297472.51,4,5284.56,4211845.07,7971767.75,1185179.2,2834848.43,206151.16,4577672.91,5,1,3,2,4
IND11716,Rohit Verma,50,Delhi,New Delhi,23318,03-07-2011,Arjun Kumar,Indian,Business Analyst,Mid,Gold,993502.67,223250.41,1,23045.92,3785842.14,3125516.01,2966875.97,3669443.88,185857.46,866447.79,2,2,3,1,5
IND11717,Asha Das,30,Delhi,New Delhi,96590,28-03-2005,Ritu Iyer,Indian,Data Analyst,High,Silver,878127.02,60998.69,1,97868.79,1487674.26,3716950.99,1164160.95,3789676.34,207599.43,4070573.69,0,3,2,2,4
IND11718,Rahul Singh,45,West Bengal,Kolkata,54068,13-01-2020,Arjun Verma,Indian,Business Analyst,Low,Jade,567058.51,212430.36,2,33444.77,4337442.43,354086.34,961906.32,2521893.5,418419.77,2359492.24,3,4,2,1,1
IND11719,Priya Das,25,Karnataka,Mysuru,94193,26-08-2007,Rahul Kumar,Indian,Data Analyst,Mid,Platinum,303662.09,158021.11,0,130664.26,4196379.18,4036364.58,280313.72,2966173.55,181972.85,5181320.29,1,5,4,2,2
IND11720,Vikas Kumar,45,Karnataka,Mysuru,22389,03-03-2022,Neha Reddy,Indian,Support Engineer,Mid,Jade,687770.34,212122.19,2,54081.31,2584144.79,4698924.87,2313193.22,1902071.3,492845.66,4160370.45,4,1,4,1,5
IND11721,Neha Kumar,40,Tamil Nadu,Madurai,24996,10-06-2023,Ritu Sharma,Indian,Software Engineer,High,Gold,795186.5,72898.37,0,31821.72,643453.76,4099050.25,593157.05,3263329.52,210346.23,939624.04,1,2,4,2,5
IND11722,Kunal Singh,35,Maharashtra,Pune,64180,16-11-2006,Ramesh Reddy,Indian,Data Analyst,High,Platinum,414142.56,191367.15,2,9468.65,2952179.66,6382151.49,2261135.95,1896955.69,333216.7,5443158.81,2,3,5,1,5
IND11723,Anjali Gupta,30,Karnataka,Mangaluru,48386,20-10-2024,Ramesh Iyer,Indian,Accountant,High,Jade,884771.85,262191.66,3,29243.9,3919174.36,1253322.93,452048.45,3115223.0,356748.96,3650117.26,1,4,2,2,3
IND11724,Rohit Iyer,40,Gujarat,Surat,81277,02-03-2016,Suresh Kumar,Indian,Network Engineer,Mid,Jade,535304.72,283534.04,3,78937.21,1549014.15,5913280.55,805587.07,1115152.23,179968.1,202970.91,5,5,2,1,5
IND11725,Pooja Verma,22,Gujarat,Ahmedabad,73171,05-12-2012,Rahul Iyer,Indian,Support Engineer,Low,Jade,550287.4,224610.02,2,112525.16,3735869.78,2740426.33,342232.11,57790.92,264890.03,653233.9,4,1,5,2,4
IND11726,Arjun Reddy,30,Delhi,New Delhi,66476,06-10-2014,Rohit Reddy,Indian,Network Engineer,Mid,Jade,608081.4,250722.07,2,58299.3,1652471.25,7491379.52,709571.16,3270781.85,221342.91,4462519.02,3,2,2,1,2
IND11727,Asha Reddy,25,Gujarat,Ahmedabad,91753,27-08-2014,Ankit Iyer,Indian,Data Analyst,High,Silver,577681.72,62582.27,3,43525.49,2747075.89,5128596.05,742172.58,3947902.99,25139.37,5781781.43,0,3,5,2,3
